issabaa#sis sais bisas;bissa;isbas baisas;baissa;basais abaissa
sturoeb#sut;tus ruts tours;trous outres;rouets;routes;troues boutres;brouets;broutes;obstrue;obtures;robuste;tourbes
tuésorb#tué tués toués outrés;résout;routés;troués broutés;obstrué;obturés
tuzeorb#zut tuez touez outrez;routez;trouez broutez;obturez;tourbez
rsuoieb#rus;sur ours rouis;souri rouies;sourie boiseur;bousier;obusier
notiacc#ont;ton oint notai aconit;action;cation;contai occitan
eruolcc#rue;ure euro;roue louer;loure;ourle;roule clouer;couler;croule occlure
orsseca#ors sors essor;roses;rosse;sores corses;cosser;crosse;scores coasser;cossera;croasse;ocrasse;rosaces
orserca#ors ores;oser;rose;sore roser corser;recors corsera;ocreras
rsuoece#rus;sur ours euros;ourse;roues;soeur coeurs;coures;course;source ocreuse;recouse;secouer;secoure
orsinoc#ors rois;rosi;soir irons;noirs;orins;rions norois ocrions
ostneca#sot sont;tons notes;osent contes canotes;octanes;toscane
ostrico#sot rots;sort;tors rosit;sorti;trios;trois trisoc octrois
ostreed#sot rots;sort;tors rotes;sorte;store;torse oestre oersted
ostreal#sot rots;sort;tors rotes;sorte;store;torse aortes oestral
sturose#sut;tus ruts tours;trous tussor oestrus;tousser;trousse;tussore
ostrfef#sot rots;sort;tors forts forets;fortes efforts;offerts
orsiaff#ors rois;rosi;soir rosai foiras;forais forfais;offrais
eruroff#rue;ure ruer rouer foreur;forure;fourre;frouer offreur
loviega#vol viol olive;viole;voile volige ogivale;voilage;voligea
inoléef#ion lino;lion;loin iléon éolien;oléine félonie;oléfine
ilésone#lié élis;liés isolé iléons;insolé;lésion;nolisé éoliens;insolée;nolisée;oléines
notalif#ont;ton nota;taon talon;tonal laiton;talion olifant
loviaie#vol viol lovai;viola;voila;volai violai;voilai olivaie
loverii#vol love;vole lover;voler violer;virole;voiler olivier;violier;voilier
eirlalo#ire;rie lier;lire;riel liera;relia ailler;allier;arille;raille;rallie ollaire
egrobam#erg;reg ogre;orge gober abroge;gobera;robage embargo;ombrage
orsimab#ors rois;rosi;soir miros maoris;moiras ombrais;sombrai
emronib#mer;rem more;orme morne;norme;renom minore ombrien;ombrine
emronib#mer;rem more;orme morne;norme;renom minore ombrien;ombrine
esttome#est;set;tes test sotte motets;mottes;totems mosette;omettes
motetra#mot omet;tome motet;motte;totem motter marotte;mottera;omettra
orsenga#ors ores;oser;rose;sore ornes rognes;ronges;songer onagres;oranges;organes;rageons;rongeas;songera
inolcae#ion lino;lion;loin colin;nicol oncial ancolie;onciale
ortanda#rot rota orant;raton dorant;rodant;tondra adorant;ondatra
nosinde#nos;son ions;soin nions;sinon ondins inondes;ondines
ostnelg#sot sont;tons notes;osent lentos;telson glosent;onglets
egronli#erg;reg ogre;orge rogne;ronge longer;lorgne onglier
ipsonla#pis;psi pois pions;poins lopins;pilons;plions lapions;opalins
ipsolaa#pis;psi pois poils;polis apiols;poilas;spolia opalisa;salopai
ipsolea#pis;psi pois poils;polis ploies;poiles;polies;spolie opalise
présioa#pré prés épris;péris;priés;prisé;ripés poirés opérais
irtépao#rit;tir;tri tiré;trié périt;pétri;répit étripa;parité;piraté opérait
pstoeih#pst pots;spot;stop;tops optes;poste;potes;topes isopet ophites
opreica#pro pore poire;proie copier;picore copiera;opiacer;recopia
ipésaco#épi épis;pisé épais;épias;sépia ipécas écopais;opiacés
ipsonai#pis;psi pois pions;poins apions;nopais;opinas;pianos opinais
optniai#pot;top pont pinot;piton;point;potin nopait;pointa;pontai;potina opinait;pointai;potinai
optnani#pot;top pont ponta;tapon nopant;ponant opinant;pitonna
pstoemâ#pst pots;spot;stop;tops optes;poste;potes;topes tempos optâmes;topâmes
ostspea#sot sots spots;stops postes apostes;optasse;potasse;topasse
ortpeia#rot port;trop opter;porte;prote;toper;trope potier opterai;toperai
ostrpea#sot rots;sort;tors ports;sport portes;poster;presto;protes;tropes aposter;opteras;postera;protase;toperas
optaiml#pot;top opta;topa opiat;optai;patio;topai optima optimal
pstooni#pst pots;spot;stop;tops topos optons;topons options;positon;potions;topions
eruogax#rue;ure euro;roue goure;orgue;rogue;rouge rouage orageux
orsinoa#ors rois;rosi;soir irons;noirs;orins;rions norois oraison
egronaa#erg;reg ogre;orge rogne;ronge onagre;orange;organe;rongea orangea
egronra#erg;reg ogre;orge rogne;ronge rogner;ronger oranger;rognera;rongera
orsenga#ors ores;oser;rose;sore ornes rognes;ronges;songer onagres;oranges;organes;rageons;rongeas;songera
osérnga#osé éros;rosé ornés;réons gérons;gréons;rognés;rongés agréons;égarons;orangés
enzorga#nez;zen onze;zone ornez;zoner rognez;rongez orangez
ostrena#sot rots;sort;tors rotes;sorte;store;torse rosent;seront noteras;orantes
rtuoera#rut tour;trou outre;rouet;route;touer;troue outrer;retour;roture;router;trouer orateur;outrera;routera;trouera
ortiabi#rot trio ratio;rotai orbita;rabiot;robait boirait;orbitai
ostriba#sot rots;sort;tors rosit;sorti;trios;trois bistro orbitas;rabiots
ostrieb#sot rots;sort;tors rosit;sorti;trios;trois orties;sirote;sortie;toiser;tories orbites;ribotes
iorleda#roi loir;lori oriel iodler dariole;dolerai;iodlera;ordalie
rsuoedr#rus;sur ours euros;ourse;roues;soeur doseur;odeurs;souder;sourde doreurs;dorures;ordures;surdore
oséreda#osé éros;rosé orées;rosée dorées;érodes;rodées adorées;oréades
orsenga#ors ores;oser;rose;sore ornes rognes;ronges;songer onagres;oranges;organes;rageons;rongeas;songera
ostrega#sot rots;sort;tors rotes;sorte;store;torse ergots;gorets ergotas;orgeats;ragotes
eruolig#rue;ure euro;roue louer;loure;ourle;roule iouler orgueil
ortinea#rot trio iront;rotin entoir;orient notaire;noterai;orienta
irténeo#rit;tir;tri tiré;trié nitré nitrée;rétine orienté
ostrine#sot rots;sort;tors rosit;sorti;trios;trois rotins;tirons;trions entoirs;orients
orsinga#ors rois;rosi;soir irons;noirs;orins;rions girons;grison;groins agirons;agrions;garions;ignoras;origans;ragions;rognais
orsimea#ors rois;rosi;soir miros moires;moiser;semoir armoise;maories;moisera;ormaies
orsenmâ#ors ores;oser;rose;sore ornes mornes;normes;renoms;sermon ornâmes
orssena#ors sors essor;roses;rosse;sores serons assoner;ornasse
ostrenâ#sot rots;sort;tors rotes;sorte;store;torse rosent;seront ornâtes
orsinon#ors rois;rosi;soir irons;noirs;orins;rions norois ornions
ostrile#sot rots;sort;tors rosit;sorti;trios;trois torils;triols lotiers;orteils
ervsalo#ver vers avers;raves;sevra;versa larves;serval;valser loveras;orvales;revolas;voleras
ostniea#sot sont;tons oints;tison ointes;soient;tonies atonies;osaient
orsieae#ors rois;rosi;soir osier;rosie;seoir oserai oseraie
orssiea#ors sors rosis;soirs osiers;rosies asseoir;essorai;oserais;rassoie
ostriea#sot rots;sort;tors rosit;sorti;trios;trois orties;sirote;sortie;toiser;tories aoriste;oserait;otaries;toisera
ostreno#sot rots;sort;tors rotes;sorte;store;torse rosent;seront oseront
astisok#tas asti;sait;tais;tisa assit;astis;tisas;tissa assoit;toisas ostiaks
entitaô#net tien teint;tient;tinte entait;teinta;tenait;tentai;titane ôtaient
ostriea#sot rots;sort;tors rosit;sorti;trios;trois orties;sirote;sortie;toiser;tories aoriste;oserait;otaries;toisera
stuoeqi#sut;tus oust;tous ouest;ouste;soute;toues toques otiques
rtuoeaa#rut tour;trou outre;rouet;route;touer;troue ouater;touera ouatera
eruolib#rue;ure euro;roue louer;loure;ourle;roule iouler boulier;oublier;riboule
eruolil#rue;ure euro;roue louer;loure;ourle;roule iouler ouiller;rouille
rtuoenï#rut tour;trou outre;rouet;route;touer;troue entour;rouent;tourne ouïrent
suémola#sué;usé émus;mués;musé émous moulés;oléums oulémas
rsuoied#rus;sur ours rouis;souri rouies;sourie iodures;ourdies;rudoies;soudier
rsuoila#rus;sur ours rouis;souri roulis lourais;ourlais;roulais
rtuoial#rut tour;trou rouit outrai;rouait;routai;trouai lourait;ourlait;roulait
rtuoanl#rut tour;trou atour;outra;raout;routa;troua auront;rouant;tourna lourant;ourlant;roulant
suérole#sué;usé rués;rusé roués lourés;ourlés;résolu;roulés lourées;ourlées;reloués;résolue;roulées
rtuoenl#rut tour;trou outre;rouet;route;touer;troue entour;rouent;tourne lourent;ourlent;roulent
erurola#rue;ure ruer rouer lourer;ourler;rouler lourera;ourlera;roulera
sturoel#sut;tus ruts tours;trous outres;rouets;routes;troues loutres;ourlets;rotules
eruolin#rue;ure euro;roue louer;loure;ourle;roule iouler ourlien
eruzoli#rue;ure ruez rouez lourez;ourlez;roulez louriez;ourliez;rouliez
rsuonol#rus;sur ours ruons ourson;rouons lourons;ourlons;roulons
rtuoeda#rut tour;trou outre;rouet;route;touer;troue douter;tordue doutera;outarde;redouta
rtuoega#rut tour;trou outre;rouet;route;touer;troue rouget outrage;routage;touareg
sturoia#sut;tus ruts tours;trous rousti;sourit outrais;routais;sautoir;soutira;trouais
tuésore#tué tués toués outrés;résout;routés;troués outrées;résoute;routées;trouées
ttuoern#tut tout toute tortue;touret;tourte outrent;routent;tonture;trouent;tueront
rtuoera#rut tour;trou outre;rouet;route;touer;troue outrer;retour;roture;router;trouer orateur;outrera;routera;trouera
tuzeori#zut tuez touez outrez;routez;trouez outriez;routiez;trouiez
stuonor#sut;tus oust;tous tonus;tuons touons outrons;routons;tourons;trouons
euvroru#vue revu ouvre;vouer ouvrer;rouvre;verrou ouvreur;rouvrue
osvliaa#vos vols viols;volis lovais;violas;voilas;volais ovalisa
osvliea#vos vols viols;volis olives;solive;violes;voiles ovalise
loévsia#olé lové;vélo;volé lovés;vélos;volés violés;voilés ovalisé
ervtoia#ver vert orvet;torve;voter;votre revoit ovarite;revotai;voterai
euvoltn#vue voeu;voue louve;ovule louvet;volute louvent;ovulent
euvrola#vue revu ouvre;vouer louver;ovuler;voleur louvera;ovulera
euvozli#vue voeu;voue vouez louvez;ovulez;voulez louviez;ovuliez;vouliez
prueaqc#pur peur;puer;pure;repu apure;parue;puera parque pacquer
esuaqcp#eus;sue;use seau asque;saque caques;casque;sacque pacques
suécaqp#sué;usé écus;sucé causé;saucé caqués;casqué;sacqué pacqués
astipac#tas asti;sait;tais;tisa pista;tapis sapait;tapais captais;pactisa
psteiac#pst sept piste;pites;stipe pesait;pestai;tapies pactise
epsonga#sep opes;peso;pose nopes;opens;peson pognes pageons
pstoeag#pst pots;spot;stop;tops optes;poste;potes;topes aposte pageots;postage;potages
eirpgaa#ire;rie pire;prie;ripe piger pigera;ripage pagerai;pariage
epsraga#sep pers;reps espar;pares;repas;saper pagres pageras;parages
ipsnaag#pis;psi pins pains;pians;sapin panais;pansai paginas
rsupega#rus;sur purs peurs;pures;repus;sprue;super purges pagures;purgeas
apriiea#par pair;pari;pria;ripa priai;ripai pairie paierai
irspeaa#ris;sir pris pires;pries;prise;ripes;spire aspire;paires;paries;parsie;repais apaiser;paieras;saperai
apriiee#par pair;pari;pria;ripa priai;ripai pairie paierie
ipslala#pis;psi plis;slip lapis;palis;pilas;plais;plias pillas paillas;pallias
eirplla#ire;rie pire;prie;ripe piler;plier;repli piller pailler;pallier;pillera
ipslela#pis;psi plis;slip piles;plies pilles pailles;pallies
ipslali#pis;psi plis;slip lapis;palis;pilas;plais;plias pillas paillis;pillais
irspaie#ris;sir pris pairs;paris;parsi;prias;prisa;ripas priais;prisai;ripais pairies
irspela#ris;sir pris pires;pries;prise;ripes;spire persil;replis pairles;paliers;pareils;perlais;pileras;plieras;replias;spirale
irtpaaî#rit;tir;tri prit;trip parti;tapir parait;pirata;rapiat;tapira paîtrai
artpeîz#art;rat part;rapt parte;pater;taper paître;repaît paîtrez
pstoaaj#pst pots;spot;stop;tops optas;posta;topas aposta pajotas
ortpeja#rot port;trop opter;porte;prote;toper;trope projet pajoter;projeta
pstoeaj#pst pots;spot;stop;tops optes;poste;potes;topes aposte pajotes
optezaj#pot;top opte;pote;tope optez;topez topaze pajotez
apsleca#pas laps;pals alpes;lapes;pales;pelas;salep clapes;clapse;places;scalpe capelas;palaces;pascale
aptlnia#pat plat plant pilant;plaint;pliant aplanit;palatin;planait;plantai;platina
pruelâs#pur peur;puer;pure;repu pleur;replu pâleur pâleurs
irspela#ris;sir pris pires;pries;prise;ripes;spire persil;replis pairles;paliers;pareils;perlais;pileras;plieras;replias;spirale
isslpea#sis sils slips plisse lipases;palisse;pilasse;plaises;pliasse
pruelia#pur peur;puer;pure;repu pleur;replu pileur;plieur;pliure paliure;parulie;piauler;pleurai
ipslala#pis;psi plis;slip lapis;palis;pilas;plais;plias pillas paillas;pallias
eirplla#ire;rie pire;prie;ripe piler;plier;repli piller pailler;pallier;pillera
ipslela#pis;psi plis;slip piles;plies pilles pailles;pallies
ipsamla#pis;psi apis;pais sampi amplis impalas;lampais;palmais
apremla#par pare parme;prame;rampe lamper;palmer lampera;palmera
eirpmla#ire;rie pire;prie;ripe imper;prime emplir;rempli emplira;palmier;rempila;remplia
alpezmi#pal alpe;lape;pale;pela lapez lampez;palmez lampiez;palmiez
pruelma#pur peur;puer;pure;repu pleur;replu plumer ampleur;palmure;plumera
pstolaa#pst pots;spot;stop;tops plots palots;postal palotas
ortpela#rot port;trop opter;porte;prote;toper;trope perlot paloter;parlote
pstolae#pst pots;spot;stop;tops plots palots;postal palotes;pelotas;postale
optezal#pot;top opte;pote;tope optez;topez topaze palotez
aprelpa#par pare laper;parle;perla palper;rappel palpera;rappela
pruelap#pur peur;puer;pure;repu pleur;replu pleura palpeur
esspamâ#ses seps aspes;passe;pesas;sapes spasme pâmasse;sapâmes
epsramp#sep pers;reps espar;pares;repas;saper prames;rampes pampres
irspana#ris;sir pris pairs;paris;parsi;prias;prisa;ripas rapins panaris;parians;rapinas
esspana#ses seps aspes;passe;pesas;sapes panses;pensas panasse
astipnd#tas asti;sait;tais;tisa pista;tapis pintas;tapins pandits
aprinea#par pair;pari;pria;ripa rapin panier;rapine panerai
epsrana#sep pers;reps espar;pares;repas;saper panser;persan paneras;pansera
aprineè#par pair;pari;pria;ripa rapin panier;rapine panière
irspane#ris;sir pris pairs;paris;parsi;prias;prisa;ripas rapins paniers;prenais;rapines
astipna#tas asti;sait;tais;tisa pista;tapis pintas;tapins pansait;patinas;tapinas
psteann#pst sept aptes;pesta;tapes pesant;sapent pansent;pensant
epsrana#sep pers;reps espar;pares;repas;saper panser;persan paneras;pansera
anpélte#pan pané;péan pénal;plané planté épalent;épelant;pantelé;plantée
astipnn#tas asti;sait;tais;tisa pista;tapis pintas;tapins pantins
pstonia#pst pots;spot;stop;tops ponts pinots;piston;pitons;points;potins pantois;pointas;pontais;potinas;tapions
rsupena#rus;sur purs peurs;pures;repus;sprue;super prunes panures
epsonna#sep opes;peso;pose nopes;opens;peson penons paonnes
epsapla#sep aspe;pesa;sape papes appels;palpes appelas;papales
irspape#ris;sir pris pairs;paris;parsi;prias;prisa;ripas appris apprise;papiers;piperas
psteiap#pst sept piste;pites;stipe pesait;pestai;tapies papiste
pstoapa#pst pots;spot;stop;tops optas;posta;topas stoppa papotas
pstoepa#pst pots;spot;stop;tops optes;poste;potes;topes stoppe papotes
optezap#pot;top opte;pote;tope optez;topez topaze papotez
apridaa#par pair;pari;pria;ripa pardi diapra;drapai paradai
irspaad#ris;sir pris pairs;paris;parsi;prias;prisa;ripas aspira;parais;parias diapras;drapais;paradis
epsrafa#sep pers;reps espar;pares;repas;saper frapes parafes
epsraga#sep pers;reps espar;pares;repas;saper pagres pageras;parages
artpepa#art;rat part;rapt parte;pater;taper appert;trappe parapet
essrapa#ses sers rases;seras espars;passer;pressa parasse;paressa;passera;repassa;saperas
pruelab#pur peur;puer;pure;repu pleur;replu pleura parbleu
prueaid#pur peur;puer;pure;repu apure;parue;puera puerai duperai;pardieu
irspela#ris;sir pris pires;pries;prise;ripes;spire persil;replis pairles;paliers;pareils;perlais;pileras;plieras;replias;spirale
préilea#pré péri;prié;ripé péril épiler;replié épilera;parélie
enterpa#net ente enter;entre;rente;terne repent arpente;parente;paterne
astrpen#tas arts;rats;star;tsar parts;rapts;spart;sprat partes;sparte arpents;parents
eirrpaa#ire;rie rire prier;riper parier;pierra;praire;priera;ripera parerai;pariera;repaira
arserpa#ars;ras ares;rase;sera erras;rares;raser;serra repars pareras
présiea#pré prés épris;péris;priés;prisé;ripés éprise;priées;prisée;ripées;spirée aspirée;épieras;espérai;parésie;pariées
essrapa#ses sers rases;seras espars;passer;pressa parasse;paressa;passera;repassa;saperas
epsésra#sep pesé pesés pressé éparses;espéras;paressé;repassé;sépares
rsuerap#rus;sur rues;ruse;suer;sure;ures;user ruser raseur;rueras;rusera;saurer pareurs;parures;reparus
rsupeea#rus;sur purs peurs;pures;repus;sprue;super peseur;repues apeures;pareuse
irspafa#ris;sir pris pairs;paris;parsi;prias;prisa;ripas fripas;parfis parfais
irtpafa#rit;tir;tri prit;trip parti;tapir parfit parfait
eirplaf#ire;rie pire;prie;ripe piler;plier;repli pairle;palier;pareil;perlai;pilera;plaire;pliera;replia parfile
prueamf#pur peur;puer;pure;repu apure;parue;puera paumer parfume
eirpada#ire;rie pire;prie;ripe paire;parie diapre;rapide pariade
eirpgaa#ire;rie pire;prie;ripe piger pigera;ripage pagerai;pariage
irspaia#ris;sir pris pairs;paris;parsi;prias;prisa;ripas priais;prisai;ripais aspirai;pariais
irtpaia#rit;tir;tri prit;trip parti;tapir priait;ripait pariait;piratai;tapirai
irspana#ris;sir pris pairs;paris;parsi;prias;prisa;ripas rapins panaris;parians;rapinas
irtpana#rit;tir;tri prit;trip parti;tapir priant;ripant pariant
présiea#pré prés épris;péris;priés;prisé;ripés éprise;priées;prisée;ripées;spirée aspirée;épieras;espérai;parésie;pariées
irtpena#rit;tir;tri prit;trip pitre;tripe pinter;prient;ripent parient;patiner;pintera;prenait;priante;tapiner
eirrpaa#ire;rie rire prier;riper parier;pierra;praire;priera;ripera parerai;pariera;repaira
orspina#ors pros sirop orpins;prions;prison;ripons arpions;parions;soprani
stéirpa#tés tisé strié;tirés;triés pétris;répits étripas;parités
erurapj#rue;ure ruer ruera apurer;pareur;parure;reparu parjure
irspala#ris;sir pris pairs;paris;parsi;prias;prisa;ripas spiral parlais;plairas
irtpala#rit;tir;tri prit;trip parti;tapir tripla aplatir;parlait;partial;raplati
